,Unnamed: 0,expression,expression_depth,first_step,model,monotonicity_entropic,run,run_uuid,training,val_loss_step_AOC,expression_name,right_upward,left_upward,right_downward,left_downward,degree
0,0,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",4,,LSTM,1.0,1,a62c8379ec0b462c9658a633127f1f06,False,,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",0.4430869771329032,0.4430869771329032,0.79863971515429,0.79863971515429,0.79863971515429
1,1,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",4,,LSTM,1.0,2,6e95bac0012740249e4645c8bfe4aa37,False,,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",0.4430869771329032,0.4430869771329032,0.79863971515429,0.79863971515429,0.79863971515429
2,2,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",4,,Transformer,1.0,3,376cc22a95ed4254a20a8964b384250a,False,,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",0.4430869771329032,0.4430869771329032,0.79863971515429,0.79863971515429,0.79863971515429
3,3,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",4,,Transformer,1.0,4,a354cfa147074ef4a644c8fc1e328a3b,False,,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), union(A, B))))",0.4430869771329032,0.4430869771329032,0.79863971515429,0.79863971515429,0.79863971515429
4,4,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",4,14996.0,LSTM,0.0849761196150825,1,72c2a9bdbec44deb93fb8fd03e37183c,True,2059.9557568514138,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0.3189522932738612,0.3189522932738612,0.3798616432962063,0.3798616432962063,0.3798616432962063
5,5,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",4,,LSTM,0.0849761196150825,2,257110d6811b4b1690be7634555612de,True,3955.28328613448,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0.3189522932738612,0.3189522932738612,0.3798616432962063,0.3798616432962063,0.3798616432962063
6,6,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",4,,Transformer,0.0849761196150825,3,82e50923921e401e91ad4e2817557bbb,True,5353.299541814253,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0.3189522932738612,0.3189522932738612,0.3798616432962063,0.3798616432962063,0.3798616432962063
7,7,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",4,,Transformer,0.0849761196150825,4,25f27a24482646b8b794cb9a02f2b160,True,4745.829033538699,"and(and(not(subset_eq(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0.3189522932738612,0.3189522932738612,0.3798616432962063,0.3798616432962063,0.3798616432962063
8,8,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",4,,LSTM,0.3582069332560019,1,3e14d5fe110e494ca377a677432ba177,True,2424.8250429424806,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",0.7679902306054833,0.5633221384423202,0.4426717634416952,0.5633221384423202,0.7679902306054833
9,9,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",4,11092.0,LSTM,0.3582069332560019,2,8f611f6d54ef486ebc20814ef420437e,True,2316.5440882137045,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",0.7679902306054833,0.5633221384423202,0.4426717634416952,0.5633221384423202,0.7679902306054833
10,10,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",4,,Transformer,0.3582069332560019,3,e719e8e92c254234b267af7e24109a61,True,3903.6867932351306,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",0.7679902306054833,0.5633221384423202,0.4426717634416952,0.5633221384423202,0.7679902306054833
11,11,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",4,,Transformer,0.3582069332560019,4,08cfe68e6a7e487f981c873077484fe2,True,3765.893193934113,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",0.7679902306054833,0.5633221384423202,0.4426717634416952,0.5633221384423202,0.7679902306054833
12,12,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",4,10384.0,LSTM,0.4211553384584469,1,d872dabd14da4c66a168ff43e1749980,True,1862.3474199574264,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",0.6096432587978922,0.2946404107381429,0.3690491369307661,0.6398935644742921,0.6398935644742921
13,13,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",4,,LSTM,0.4211553384584469,2,13206aca620e4ff69e8313d2721c5ee8,True,2361.82086236903,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",0.6096432587978922,0.2946404107381429,0.3690491369307661,0.6398935644742921,0.6398935644742921
14,14,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",4,,Transformer,0.4211553384584469,3,caf62e503e5a48c483466be22dc538a3,True,4059.941861119121,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",0.6096432587978922,0.2946404107381429,0.3690491369307661,0.6398935644742921,0.6398935644742921
15,15,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",4,,Transformer,0.4211553384584469,4,66cb2d5d56ce44729e64af0d7c8b8a00,True,3903.841012513265,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",0.6096432587978922,0.2946404107381429,0.3690491369307661,0.6398935644742921,0.6398935644742921
16,16,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,,LSTM,0.3287919309858647,1,f42f62aa4b16497490d8a48991a1f69e,True,4119.158305595629,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.7451984570885329,0.5865701643149835,0.4459957648037214,0.5865701643149835,0.7451984570885329
17,17,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,,LSTM,0.3287919309858647,2,f84791bc0dd8494ab5820f833852d893,True,4216.43728963472,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.7451984570885329,0.5865701643149835,0.4459957648037214,0.5865701643149835,0.7451984570885329
18,18,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,,Transformer,0.3287919309858647,3,cd41d69b93f749efb5fa8fa99c8a6ef6,True,5280.332880690694,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.7451984570885329,0.5865701643149835,0.4459957648037214,0.5865701643149835,0.7451984570885329
19,19,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,,Transformer,0.3287919309858647,4,713457e8d6cd432bb2072c817dfa933c,True,5593.877969168127,"and(and(not(subset_eq(A, B)), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.7451984570885329,0.5865701643149835,0.4459957648037214,0.5865701643149835,0.7451984570885329
20,20,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",4,898.0,LSTM,0.3472433996782662,1,2bc623974669402da8b2944f48770f41,True,566.7446946873679,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",0.0307961667342575,0.356411542637957,1.0,0.7285675404263174,1.0
21,21,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",4,745.0,LSTM,0.3472433996782662,2,ec073dab9053453f8364e37afbe89469,True,506.0691301077823,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",0.0307961667342575,0.356411542637957,1.0,0.7285675404263174,1.0
22,22,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",4,867.0,Transformer,0.3472433996782662,3,28766a25b7d04abc8d7ed153907595f7,True,670.8379520723392,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",0.0307961667342575,0.356411542637957,1.0,0.7285675404263174,1.0
23,23,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",4,711.0,Transformer,0.3472433996782662,4,af45d08f860f4baaab544237f43d5eea,True,631.6217807986541,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",0.0307961667342575,0.356411542637957,1.0,0.7285675404263174,1.0
24,24,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",4,1561.0,LSTM,0.2602113271489349,1,ebdcc6c7f7d04818992c64cde7920788,True,953.7496277922764,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0253755619969213,0.3798616432962063,0.9576271127255804,0.6365553926309926,0.9576271127255804
25,25,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",4,957.0,LSTM,0.2602113271489349,2,91a8914f40a740adaf44c08adb3725fb,True,721.0155752455466,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0253755619969213,0.3798616432962063,0.9576271127255804,0.6365553926309926,0.9576271127255804
26,26,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",4,673.0,Transformer,0.2602113271489349,3,6b2e0767b6bb45b48646a6f34cbb4184,True,788.4364121623803,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0253755619969213,0.3798616432962063,0.9576271127255804,0.6365553926309926,0.9576271127255804
27,27,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",4,645.0,Transformer,0.2602113271489349,4,53984bfe88444c6c83ec114d920c56d7,True,726.1894948398694,"and(and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0253755619969213,0.3798616432962063,0.9576271127255804,0.6365553926309926,0.9576271127255804
28,28,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,10299.0,LSTM,0.3287919309858647,1,b10e5b1ed57c427fade254816f909016,True,2635.4002003713395,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.5865701643149835,0.7451984570885329,0.5865701643149835,0.4459957648037214,0.7451984570885329
29,29,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,8520.0,LSTM,0.3287919309858647,2,1fd7894e00e1431f90a0f95bc9ebfc06,True,2010.445254100792,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.5865701643149835,0.7451984570885329,0.5865701643149835,0.4459957648037214,0.7451984570885329
30,30,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,,Transformer,0.3287919309858647,3,2368b441c74548dfb527d8ca2fe411ad,True,3442.7483870433643,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.5865701643149835,0.7451984570885329,0.5865701643149835,0.4459957648037214,0.7451984570885329
31,31,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",4,,Transformer,0.3287919309858647,4,d1c557aba09241a88fbbde7b877fd224,True,3502.0515722334385,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.5865701643149835,0.7451984570885329,0.5865701643149835,0.4459957648037214,0.7451984570885329
32,32,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",4,,LSTM,0.4924485118294323,1,92c2482a76134361a489f34393fbc3e0,True,4483.687909215689,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.3306596908075138,0.634412892906006,0.634412892906006,0.4074953257024069,0.634412892906006
33,33,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",4,,LSTM,0.4924485118294323,2,2c4a44dabba14245873e55229d137c6b,True,4232.410730842501,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.3306596908075138,0.634412892906006,0.634412892906006,0.4074953257024069,0.634412892906006
34,34,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",4,,Transformer,0.4924485118294323,3,ae624a7d7f614329b816e270bf253cf0,True,5561.092723108828,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.3306596908075138,0.634412892906006,0.634412892906006,0.4074953257024069,0.634412892906006
35,35,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",4,,Transformer,0.4924485118294323,4,0e6aacceb63a4a78aa42413ac8496810,True,5425.974630981684,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.3306596908075138,0.634412892906006,0.634412892906006,0.4074953257024069,0.634412892906006
36,36,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",4,5049.0,LSTM,0.4390343739301123,1,393c3cdde76f4bba929accb115629476,True,1064.363100275601,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",0.2695176756066619,0.6108838939230882,0.6806825077360311,0.4700701647402733,0.6806825077360311
